"Date","Price","Open","High","Low","Vol.","Change %"
"May 12, 2020","1,444.00","1,464.75","1,464.75","1,464.75","-","-1.42%"
"May 11, 2020","1,464.75","1,465.50","1,465.50","1,453.00","-","0.81%"
"May 07, 2020","1,453.00","1,447.20","1,457.46","1,447.20","-","0.40%"
"May 06, 2020","1,447.20","1,451.26","1,451.50","1,447.00","-","-0.30%"
"May 05, 2020","1,451.50","1,451.15","1,457.75","1,451.15","-","0.02%"
"May 04, 2020","1,451.25","1,452.75","1,457.61","1,452.75","-","-0.44%"
"May 01, 2020","1,457.61","1,458.50","1,466.75","1,456.19","-","-0.62%"
"Apr 30, 2020","1,466.75","1,466.75","1,477.50","1,464.91","-","-0.73%"
"Apr 29, 2020","1,477.50","1,478.00","1,478.00","1,477.25","-","0.02%"
"Apr 28, 2020","1,477.25","1,480.75","1,482.25","1,480.75","-","-0.34%"
"Apr 27, 2020","1,482.25","1,483.50","1,490.75","1,483.00","-","-0.57%"
"Apr 24, 2020","1,490.75","1,488.00","1,488.00","1,488.00","0.09K","0.18%"
"Apr 23, 2020","1,488.00","1,491.05","1,491.05","1,488.93","-","-0.20%"
"Apr 22, 2020","1,491.05","1,496.78","1,498.25","1,466.00","0.10K","1.71%"
"Apr 21, 2020","1,466.00","1,479.75","1,479.75","1,462.67","-","-0.93%"
"Apr 20, 2020","1,479.75","1,475.50","1,485.00","1,475.50","-","-0.35%"
"Apr 17, 2020","1,485.00","1,485.25","1,498.00","1,484.75","-","-0.40%"
"Apr 16, 2020","1,491.00","1,512.00","1,522.75","1,507.25","-","0.27%"
"Apr 15, 2020","1,487.00","1,489.69","1,491.69","1,482.69","-","0.29%"
"Apr 14, 2020","1,482.69","1,493.00","1,493.50","1,458.50","-","2.93%"
"Apr 09, 2020","1,440.50","1,426.50","1,445.44","1,426.50","-","0.98%"
"Apr 08, 2020","1,426.50","1,434.50","1,444.25","1,433.38","-","-1.23%"
"Apr 07, 2020","1,444.25","1,441.50","1,441.50","1,441.50","-","0.19%"
"Apr 06, 2020","1,441.50","1,446.50","1,453.75","1,445.00","-","-0.84%"
"Apr 03, 2020","1,453.75","1,463.50","1,463.50","1,463.50","-","-0.67%"
"Apr 02, 2020","1,463.50","1,473.00","1,473.21","1,470.35","-","-0.64%"
"Apr 01, 2020","1,473.00","1,501.50","1,501.50","1,473.47","-","-1.90%"
"Mar 31, 2020","1,501.50","1,502.85","1,507.75","1,501.75","-","-0.41%"
"Mar 30, 2020","1,507.75","1,509.75","1,526.50","1,509.25","-","-1.23%"
"Mar 27, 2020","1,526.50","1,533.00","1,534.25","1,517.00","-","0.63%"
"Mar 26, 2020","1,517.00","1,525.18","1,525.18","1,517.43","-","-0.08%"
"Mar 25, 2020","1,518.25","1,527.75","1,538.63","1,526.00","-","-0.74%"
"Mar 24, 2020","1,529.50","1,536.13","1,552.59","1,531.25","-","-0.81%"
"Mar 23, 2020","1,542.00","1,552.75","1,571.75","1,548.75","1.55K","-1.89%"
"Mar 20, 2020","1,571.75","1,573.41","1,620.94","1,565.19","0.12K","-2.99%"
"Mar 19, 2020","1,620.25","1,625.00","1,642.50","1,595.53","-","-1.25%"
"Mar 18, 2020","1,640.75","1,624.75","1,643.50","1,614.50","-","-0.17%"
"Mar 17, 2020","1,643.50","1,646.24","1,670.75","1,636.50","-","-1.63%"
"Mar 16, 2020","1,670.75","1,680.75","1,682.50","1,666.30","0.30K","-0.25%"
"Mar 13, 2020","1,675.00","1,672.00","1,674.19","1,640.25","-","2.12%"
"Mar 12, 2020","1,640.25","1,648.25","1,662.50","1,643.25","-","-1.34%"
"Mar 11, 2020","1,662.50","1,661.38","1,685.13","1,658.75","-","-1.23%"
"Mar 10, 2020","1,683.25","1,671.50","1,688.00","1,671.50","-","0.70%"
"Mar 09, 2020","1,671.50","1,673.00","1,676.75","1,668.25","0.36K","0.19%"
"Mar 06, 2020","1,668.25","1,669.75","1,705.50","1,669.25","-","-2.41%"
"Mar 05, 2020","1,709.50","1,709.25","1,722.00","1,706.75","-","-0.73%"
"Mar 04, 2020","1,722.00","1,721.00","1,723.90","1,718.75","0.20K","0.42%"
"Mar 03, 2020","1,714.75","1,711.50","1,726.00","1,685.50","0.55K","0.32%"
"Mar 02, 2020","1,709.25","1,711.50","1,712.00","1,685.50","-","1.41%"
"Feb 28, 2020","1,685.50","1,685.25","1,696.63","1,667.93","-","0.33%"
"Feb 27, 2020","1,680.00","1,679.25","1,686.75","1,673.75","-","-0.36%"
"Feb 26, 2020","1,686.00","1,690.00","1,694.50","1,687.50","-","-0.49%"
"Feb 25, 2020","1,694.25","1,691.25","1,698.25","1,687.25","0.13K","0.41%"
"Feb 24, 2020","1,687.25","1,687.75","1,702.00","1,684.25","-","-0.82%"
"Feb 21, 2020","1,701.25","1,699.05","1,701.50","1,693.05","-","0.15%"
"Feb 20, 2020","1,698.75","1,699.75","1,708.00","1,696.00","-","-0.35%"
"Feb 19, 2020","1,704.75","1,708.13","1,710.75","1,700.25","-","0.01%"
"Feb 18, 2020","1,704.50","1,702.88","1,708.25","1,701.82","0.42K","-0.10%"
"Feb 17, 2020","1,706.25","1,703.00","1,706.50","1,701.50","-","-0.10%"
"Feb 14, 2020","1,708.00","1,697.50","1,722.75","1,695.25","-","-0.86%"
"Feb 13, 2020","1,722.75","1,728.25","1,732.00","1,714.55","-","0.47%"
"Feb 12, 2020","1,714.75","1,714.50","1,715.75","1,712.75","-","0.10%"
"Feb 11, 2020","1,713.00","1,678.50","1,715.50","1,678.50","-","2.06%"
"Feb 10, 2020","1,678.50","1,683.75","1,703.50","1,677.72","-","-1.45%"
"Feb 07, 2020","1,703.25","1,699.25","1,716.25","1,693.63","-","-0.76%"
"Feb 06, 2020","1,716.25","1,718.75","1,720.28","1,696.00","-","1.19%"
"Feb 05, 2020","1,696.00","1,697.88","1,703.13","1,663.75","-","1.94%"
"Feb 04, 2020","1,663.75","1,677.50","1,685.50","1,664.25","-","-0.08%"
"Feb 03, 2020","1,665.00","1,679.00","1,703.50","1,667.75","-","-2.26%"
"Jan 31, 2020","1,703.50","1,706.75","1,714.50","1,703.75","-","-0.64%"
"Jan 30, 2020","1,714.50","1,714.25","1,722.75","1,711.25","-","-0.44%"
"Jan 29, 2020","1,722.00","1,727.25","1,737.00","1,721.00","-","-0.78%"
"Jan 28, 2020","1,735.50","1,739.25","1,749.75","1,737.75","-","-0.81%"
"Jan 27, 2020","1,749.75","1,766.00","1,766.00","1,748.75","-","-0.92%"
"Jan 24, 2020","1,766.00","1,769.88","1,780.38","1,765.50","-","-0.79%"
"Jan 23, 2020","1,780.00","1,774.00","1,795.25","1,773.75","-","-0.85%"
"Jan 22, 2020","1,795.25","1,797.75","1,811.50","1,797.00","-","-0.90%"
"Jan 21, 2020","1,811.50","1,801.50","1,814.13","1,790.75","0.07K","0.69%"
"Jan 20, 2020","1,799.00","1,801.50","1,802.25","1,790.75","-","0.46%"
"Jan 17, 2020","1,790.75","1,792.50","1,798.75","1,790.25","-","-0.38%"
"Jan 16, 2020","1,797.50","1,792.25","1,795.75","1,784.00","-","0.76%"
"Jan 15, 2020","1,784.00","1,784.75","1,792.25","1,783.98","-","-0.46%"
"Jan 14, 2020","1,792.25","1,780.68","1,793.50","1,775.25","0.11K","0.63%"
"Jan 13, 2020","1,781.00","1,780.68","1,790.25","1,779.13","-","-0.52%"
"Jan 10, 2020","1,790.25","1,782.75","1,784.00","1,775.75","-","0.80%"
"Jan 09, 2020","1,776.00","1,774.80","1,776.80","1,771.00","-","0.28%"
"Jan 08, 2020","1,771.00","1,770.63","1,788.50","1,770.63","-","-0.98%"
"Jan 07, 2020","1,788.50","1,788.25","1,805.50","1,787.33","-","-0.94%"
"Jan 06, 2020","1,805.50","1,805.25","1,808.00","1,798.75","-","0.38%"
"Jan 03, 2020","1,798.75","1,782.50","1,806.25","1,764.25","0.10K","0.97%"
"Jan 02, 2020","1,781.50","1,782.50","1,789.25","1,775.41","-","-0.43%"
"Dec 31, 2019","1,789.25","1,788.25","1,807.50","1,785.00","-","-1.01%"
"Dec 30, 2019","1,807.50","1,808.25","1,810.25","1,806.47","-","-0.04%"
"Dec 27, 2019","1,808.25","1,804.93","1,809.25","1,798.00","-","0.57%"
"Dec 24, 2019","1,798.00","1,802.01","1,802.26","1,786.25","-","0.66%"
"Dec 23, 2019","1,786.25","1,789.50","1,790.25","1,782.00","-","0.24%"
"Dec 20, 2019","1,782.00","1,785.25","1,785.50","1,779.25","-","0.14%"
"Dec 19, 2019","1,779.50","1,784.25","1,785.75","1,758.75","-","1.18%"
"Dec 18, 2019","1,758.75","1,749.20","1,764.88","1,745.63","0.48K","0.72%"
"Dec 17, 2019","1,746.25","1,749.20","1,761.00","1,746.75","-","-0.81%"
"Dec 16, 2019","1,760.50","1,759.50","1,762.25","1,750.00","-","0.60%"
"Dec 13, 2019","1,750.00","1,753.75","1,763.93","1,753.25","-","-0.74%"
"Dec 12, 2019","1,763.00","1,765.25","1,770.75","1,753.50","-","0.54%"
"Dec 11, 2019","1,753.50","1,758.50","1,759.51","1,751.75","-","0.10%"
"Dec 10, 2019","1,751.75","1,751.75","1,755.00","1,750.25","-","-0.19%"
"Dec 09, 2019","1,755.00","1,758.00","1,766.93","1,755.75","-","-0.52%"
"Dec 06, 2019","1,764.25","1,756.00","1,765.25","1,746.25","0.30K","1.00%"
"Dec 05, 2019","1,746.75","1,751.75","1,763.00","1,748.50","0.19K","-0.92%"
"Dec 04, 2019","1,763.00","1,765.17","1,771.88","1,759.25","0.63K","-0.42%"
"Dec 03, 2019","1,770.50","1,777.75","1,801.25","1,776.91","-","-1.71%"
"Dec 02, 2019","1,801.25","1,799.75","1,802.00","1,780.00","0.22K","1.19%"
"Nov 29, 2019","1,780.00","1,767.75","1,775.00","1,757.25","-","1.29%"
"Nov 28, 2019","1,757.25","1,768.25","1,770.00","1,760.78","-","-0.72%"
"Nov 27, 2019","1,770.00","1,768.25","1,780.50","1,758.00","-","0.68%"
"Nov 26, 2019","1,758.00","1,764.00","1,774.00","1,741.25","-","0.96%"
"Nov 25, 2019","1,741.25","1,746.75","1,749.75","1,743.50","-","-0.33%"
"Nov 22, 2019","1,747.00","1,747.75","1,748.88","1,741.50","-","0.32%"
"Nov 21, 2019","1,741.50","1,749.75","1,751.75","1,741.50","-","-0.37%"
"Nov 20, 2019","1,748.00","1,749.50","1,751.50","1,736.75","-","0.65%"
"Nov 19, 2019","1,736.75","1,742.75","1,743.75","1,736.25","0.65K","-0.39%"
"Nov 18, 2019","1,743.50","1,748.50","1,763.00","1,744.50","-","-1.11%"
"Nov 15, 2019","1,763.00","1,754.50","1,754.75","1,738.50","-","1.41%"
"Nov 14, 2019","1,738.50","1,748.75","1,767.50","1,743.00","-","-1.64%"
"Nov 13, 2019","1,767.50","1,769.00","1,780.50","1,767.18","-","-0.73%"
"Nov 12, 2019","1,780.50","1,786.00","1,789.00","1,783.00","-","-0.24%"
"Nov 11, 2019","1,784.75","1,792.50","1,820.25","1,790.75","-","-1.95%"
"Nov 08, 2019","1,820.25","1,821.50","1,827.84","1,820.50","-","-0.38%"
"Nov 07, 2019","1,827.25","1,824.25","1,827.38","1,821.75","-","0.30%"
"Nov 06, 2019","1,821.75","1,817.00","1,823.00","1,815.25","-","-0.07%"
"Nov 05, 2019","1,823.00","1,821.00","1,828.27","1,820.70","-","-0.26%"
"Nov 04, 2019","1,827.75","1,824.75","1,826.75","1,798.00","-","1.65%"
"Nov 01, 2019","1,798.00","1,792.25","1,796.25","1,761.50","-","2.07%"
"Oct 31, 2019","1,761.50","1,761.75","1,766.00","1,751.00","-","-0.25%"
"Oct 30, 2019","1,766.00","1,760.85","1,768.00","1,758.60","-","0.24%"
"Oct 29, 2019","1,761.75","1,757.25","1,757.88","1,740.75","-","1.21%"
"Oct 28, 2019","1,740.75","1,743.00","1,743.63","1,733.50","-","0.42%"
"Oct 25, 2019","1,733.50","1,736.75","1,737.25","1,725.65","-","0.35%"
"Oct 24, 2019","1,727.50","1,733.50","1,733.50","1,724.75","-","-0.35%"
"Oct 23, 2019","1,733.50","1,731.00","1,734.50","1,723.25","-","0.59%"
"Oct 22, 2019","1,723.25","1,723.75","1,734.00","1,723.75","-","-0.62%"
"Oct 21, 2019","1,734.00","1,733.75","1,746.50","1,733.50","-","-0.72%"
"Oct 18, 2019","1,746.50","1,745.50","1,747.50","1,736.25","-","0.59%"
"Oct 17, 2019","1,736.25","1,734.25","1,735.50","1,734.25","-","0.04%"
"Oct 16, 2019","1,735.50","1,728.75","1,730.75","1,723.93","-","0.29%"
"Oct 15, 2019","1,730.50","1,729.25","1,732.13","1,720.58","-","0.51%"
"Oct 14, 2019","1,721.75","1,723.50","1,727.25","1,723.08","-","0.45%"
"Oct 11, 2019","1,714.00","1,714.50","1,745.75","1,714.00","-","-1.82%"
"Oct 10, 2019","1,745.75","1,746.75","1,747.05","1,737.50","-","0.47%"
"Oct 09, 2019","1,737.50","1,718.75","1,744.75","1,718.75","-","-0.42%"
"Oct 08, 2019","1,744.75","1,746.75","1,746.75","1,736.70","-","0.20%"
"Oct 07, 2019","1,741.25","1,739.00","1,739.75","1,708.25","-","1.93%"
"Oct 04, 2019","1,708.25","1,705.75","1,707.38","1,705.25","-","0.18%"
"Oct 03, 2019","1,705.25","1,702.50","1,702.75","1,689.75","-","0.92%"
"Oct 02, 2019","1,689.75","1,697.75","1,726.25","1,691.75","-","-2.11%"
"Oct 01, 2019","1,726.25","1,725.75","1,725.75","1,707.50","-","1.10%"
"Sep 30, 2019","1,707.50","1,706.50","1,722.75","1,706.00","-","-0.89%"
"Sep 27, 2019","1,722.75","1,729.13","1,729.38","1,719.92","-","-0.13%"
"Sep 26, 2019","1,725.00","1,725.25","1,738.75","1,723.90","-","-0.79%"
"Sep 25, 2019","1,738.75","1,741.25","1,751.00","1,740.25","-","-0.70%"
"Sep 24, 2019","1,751.00","1,754.00","1,776.25","1,754.00","-","-1.42%"
"Sep 23, 2019","1,776.25","1,768.00","1,785.50","1,768.00","-","-0.52%"
"Sep 20, 2019","1,785.50","1,775.25","1,788.00","1,775.25","-","-0.14%"
"Sep 19, 2019","1,788.00","1,781.50","1,781.50","1,767.25","-","1.17%"
"Sep 18, 2019","1,767.25","1,774.50","1,776.87","1,767.75","-","-0.41%"
"Sep 17, 2019","1,774.50","1,769.00","1,793.25","1,759.75","0.19K","0.74%"
"Sep 16, 2019","1,761.50","1,769.00","1,791.25","1,768.75","-","-1.66%"
"Sep 13, 2019","1,791.25","1,782.25","1,782.25","1,772.50","-","1.06%"
"Sep 12, 2019","1,772.50","1,768.75","1,800.00","1,768.75","-","-1.53%"
"Sep 11, 2019","1,800.00","1,796.00","1,805.45","1,794.75","-","0.06%"
"Sep 10, 2019","1,799.00","1,798.50","1,799.93","1,777.75","-","1.20%"
"Sep 09, 2019","1,777.75","1,778.75","1,778.75","1,769.25","-","0.48%"
"Sep 06, 2019","1,769.25","1,762.50","1,770.25","1,762.00","-","0.35%"
"Sep 05, 2019","1,763.00","1,762.75","1,767.43","1,754.00","-","0.51%"
"Sep 04, 2019","1,754.00","1,749.50","1,754.25","1,732.25","-","1.26%"
"Sep 03, 2019","1,732.25","1,734.25","1,734.25","1,727.58","0.07K","0.19%"
"Sep 02, 2019","1,729.00","1,729.25","1,732.50","1,728.50","-","-0.20%"
"Aug 30, 2019","1,732.50","1,731.25","1,732.05","1,730.55","-","0.07%"
"Aug 29, 2019","1,731.25","1,733.25","1,733.25","1,724.88","-","0.36%"
"Aug 28, 2019","1,725.00","1,730.25","1,742.75","1,728.00","-","-1.02%"
"Aug 27, 2019","1,742.75","1,742.50","1,754.25","1,742.50","-","-0.66%"
"Aug 23, 2019","1,754.25","1,752.75","1,753.75","1,750.00","-","0.24%"
"Aug 22, 2019","1,750.00","1,751.75","1,763.25","1,747.00","-","-0.75%"
"Aug 21, 2019","1,763.25","1,764.75","1,776.75","1,758.00","0.05K","-0.11%"
"Aug 20, 2019","1,765.25","1,764.75","1,776.75","1,764.50","-","-0.65%"
"Aug 19, 2019","1,776.75","1,760.00","1,789.50","1,760.00","0.25K","0.95%"
"Aug 16, 2019","1,760.00","1,761.50","1,761.88","1,751.75","-","0.47%"
"Aug 15, 2019","1,751.75","1,756.25","1,756.25","1,746.75","-","0.29%"
"Aug 14, 2019","1,746.75","1,758.00","1,758.00","1,748.00","-","-0.63%"
"Aug 13, 2019","1,757.75","1,745.75","1,764.88","1,734.25","0.21K","0.85%"
"Aug 12, 2019","1,743.00","1,745.75","1,749.16","1,745.75","-","-0.26%"
"Aug 09, 2019","1,747.50","1,751.25","1,754.75","1,747.25","-","-0.41%"
"Aug 08, 2019","1,754.75","1,756.00","1,756.25","1,722.75","-","1.86%"
"Aug 07, 2019","1,722.75","1,739.50","1,739.50","1,734.78","-","-0.89%"
"Aug 06, 2019","1,738.25","1,743.00","1,746.82","1,739.50","-","-0.29%"
"Aug 05, 2019","1,743.25","1,746.25","1,750.50","1,743.13","-","-0.41%"
"Aug 02, 2019","1,750.50","1,756.00","1,762.50","1,752.75","-","-0.68%"
"Aug 01, 2019","1,762.50","1,759.50","1,782.25","1,759.50","-","-1.11%"
"Jul 31, 2019","1,782.25","1,788.00","1,799.00","1,780.25","0.06K","-0.25%"
"Jul 30, 2019","1,786.75","1,788.00","1,788.58","1,788.00","-","-0.54%"
"Jul 29, 2019","1,796.50","1,790.00","1,801.00","1,780.25","0.02K","0.55%"
"Jul 26, 2019","1,786.75","1,784.25","1,808.25","1,783.89","-","-1.19%"
"Jul 25, 2019","1,808.25","1,808.50","1,808.50","1,808.00","-","-0.01%"
"Jul 24, 2019","1,808.50","1,808.25","1,809.00","1,798.75","-","0.54%"
"Jul 23, 2019","1,798.75","1,805.00","1,805.00","1,799.75","-","-0.06%"
"Jul 22, 2019","1,799.75","1,797.00","1,831.00","1,797.00","-","-1.88%"
"Jul 19, 2019","1,834.25","1,842.50","1,855.25","1,834.50","0.14K","-0.52%"
"Jul 18, 2019","1,843.75","1,842.50","1,846.00","1,839.00","-","0.26%"
"Jul 17, 2019","1,839.00","1,839.75","1,842.50","1,833.26","-","-0.14%"
"Jul 16, 2019","1,841.50","1,835.25","1,842.00","1,834.25","-","0.40%"
"Jul 15, 2019","1,834.25","1,834.00","1,834.00","1,813.25","-","1.75%"
"Jul 12, 2019","1,802.75","1,809.00","1,809.00","1,802.50","-","-0.32%"
"Jul 11, 2019","1,808.50","1,807.00","1,835.50","1,807.00","-","-1.47%"
"Jul 10, 2019","1,835.50","1,839.00","1,839.25","1,809.50","-","1.44%"
"Jul 09, 2019","1,809.50","1,803.00","1,804.75","1,792.50","-","0.95%"
"Jul 08, 2019","1,792.50","1,789.50","1,793.38","1,787.00","-","0.31%"
"Jul 05, 2019","1,787.00","1,784.25","1,787.75","1,784.00","-","-0.04%"
"Jul 04, 2019","1,787.75","1,789.75","1,789.75","1,780.85","-","0.99%"
"Jul 03, 2019","1,770.25","1,770.00","1,770.00","1,761.75","-","0.48%"
"Jul 02, 2019","1,761.75","1,760.50","1,775.00","1,760.50","-","-0.75%"
"Jul 01, 2019","1,775.00","1,774.50","1,782.25","1,774.50","-","-0.41%"
"Jun 28, 2019","1,782.25","1,775.88","1,782.88","1,772.38","-","0.55%"
"Jun 27, 2019","1,772.50","1,779.63","1,802.38","1,772.88","-","-1.65%"
"Jun 26, 2019","1,802.25","1,796.00","1,814.25","1,776.00","0.43K","0.28%"
"Jun 25, 2019","1,797.25","1,796.00","1,796.00","1,776.00","-","1.20%"
"Jun 24, 2019","1,776.00","1,750.75","1,784.75","1,749.50","0.01K","1.47%"
"Jun 21, 2019","1,750.25","1,751.50","1,751.50","1,749.75","-","-0.81%"
"Jun 20, 2019","1,764.50","1,764.75","1,767.00","1,763.75","-","-0.14%"
"Jun 19, 2019","1,767.00","1,759.50","1,769.18","1,759.50","-","0.30%"
"Jun 18, 2019","1,761.75","1,760.25","1,762.50","1,739.75","-","1.35%"
"Jun 17, 2019","1,738.25","1,739.00","1,745.50","1,733.00","-","0.27%"
"Jun 14, 2019","1,733.50","1,728.75","1,757.00","1,728.75","-","-1.34%"
"Jun 13, 2019","1,757.00","1,758.75","1,762.25","1,751.00","-","-0.30%"
"Jun 12, 2019","1,762.25","1,751.75","1,766.00","1,742.75","0.01K","0.59%"
"Jun 11, 2019","1,752.00","1,751.75","1,756.10","1,749.25","-","0.17%"
"Jun 10, 2019","1,749.00","1,751.00","1,751.00","1,737.50","-","0.66%"
"Jun 07, 2019","1,737.50","1,734.75","1,750.75","1,734.75","-","-0.76%"
"Jun 06, 2019","1,750.75","1,749.50","1,751.25","1,745.75","-","0.11%"
"Jun 05, 2019","1,748.75","1,746.75","1,766.25","1,746.75","-","-0.99%"
"Jun 04, 2019","1,766.25","1,766.75","1,766.75","1,757.75","-","0.48%"
"Jun 03, 2019","1,757.75","1,754.50","1,775.00","1,754.50","-","-1.11%"
"May 31, 2019","1,777.50","1,776.00","1,783.40","1,763.50","-","0.79%"
"May 30, 2019","1,763.50","1,761.25","1,774.25","1,761.13","-","-0.61%"
"May 29, 2019","1,774.25","1,776.00","1,786.50","1,773.93","-","-0.69%"
"May 28, 2019","1,786.50","1,783.75","1,787.00","1,780.00","-","0.37%"
"May 24, 2019","1,780.00","1,781.00","1,781.75","1,776.25","-","0.21%"
"May 23, 2019","1,776.25","1,776.25","1,776.25","1,757.50","-","1.07%"
"May 22, 2019","1,757.50","1,757.75","1,775.25","1,757.75","-","-1.00%"
"May 21, 2019","1,775.25","1,775.75","1,779.25","1,773.83","-","-0.13%"
"May 20, 2019","1,777.50","1,771.25","1,819.00","1,771.25","-","-2.28%"
"May 17, 2019","1,819.00","1,833.25","1,855.25","1,809.25","0.03K","-1.29%"
"May 16, 2019","1,842.75","1,833.25","1,853.25","1,819.74","0.13K","0.30%"
"May 15, 2019","1,837.25","1,833.25","1,837.25","1,819.74","-","0.59%"
"May 14, 2019","1,826.50","1,821.00","1,826.25","1,790.50","-","2.01%"
"May 13, 2019","1,790.50","1,796.00","1,796.00","1,787.60","-","0.75%"
"May 10, 2019","1,777.25","1,785.50","1,785.50","1,768.75","-","0.48%"
"May 09, 2019","1,768.75","1,770.50","1,772.71","1,768.00","-","0.04%"
"May 08, 2019","1,768.00","1,770.50","1,788.50","1,770.00","-","-1.15%"
"May 07, 2019","1,788.50","1,792.25","1,792.25","1,769.50","-","1.07%"
"May 03, 2019","1,769.50","1,790.50","1,790.50","1,769.75","-","-1.17%"
"May 02, 2019","1,790.50","1,800.25","1,818.25","1,773.00","0.04K","-0.03%"
"May 01, 2019","1,791.00","1,800.25","1,800.25","1,773.00","-","1.02%"
"Apr 30, 2019","1,773.00","1,782.50","1,803.75","1,773.00","-","-1.70%"
"Apr 29, 2019","1,803.75","1,808.25","1,818.00","1,808.25","-","-0.78%"
"Apr 26, 2019","1,818.00","1,828.50","1,839.00","1,818.75","-","-1.14%"
"Apr 25, 2019","1,839.00","1,839.50","1,854.00","1,838.25","-","-0.81%"
"Apr 24, 2019","1,854.00","1,853.75","1,854.50","1,847.50","-","0.35%"
"Apr 23, 2019","1,847.50","1,848.75","1,859.08","1,848.75","-","-0.15%"
"Apr 18, 2019","1,850.25","1,851.25","1,851.25","1,832.75","-","0.95%"
"Apr 17, 2019","1,832.75","1,834.25","1,849.18","1,832.50","-","-0.27%"
"Apr 16, 2019","1,837.75","1,835.25","1,845.00","1,834.13","-","-0.39%"
"Apr 15, 2019","1,845.00","1,845.00","1,846.00","1,844.50","-","0.03%"
"Apr 12, 2019","1,844.50","1,845.00","1,845.00","1,839.28","-","0.18%"
"Apr 11, 2019","1,841.25","1,837.25","1,842.00","1,837.25","-","-0.04%"
"Apr 10, 2019","1,842.00","1,855.50","1,861.75","1,838.25","0.25K","-0.67%"
"Apr 09, 2019","1,854.50","1,855.50","1,856.00","1,848.25","-","0.34%"
"Apr 08, 2019","1,848.25","1,849.75","1,869.25","1,849.75","-","-1.83%"
"Apr 05, 2019","1,882.75","1,908.00","1,914.75","1,880.25","-","0.28%"
"Apr 04, 2019","1,877.50","1,876.25","1,891.25","1,869.50","0.00K","-0.05%"
"Apr 03, 2019","1,878.50","1,876.25","1,877.25","1,869.50","-","0.48%"
"Apr 02, 2019","1,869.50","1,867.25","1,883.00","1,867.25","-","-0.72%"
"Apr 01, 2019","1,883.00","1,880.50","1,908.01","1,880.50","-","-0.91%"
"Mar 29, 2019","1,900.25","1,904.75","1,911.58","1,893.75","-","0.34%"
"Mar 28, 2019","1,893.75","1,896.00","1,902.50","1,894.50","-","-0.46%"
"Mar 27, 2019","1,902.50","1,895.75","1,904.80","1,875.75","-","1.43%"
"Mar 26, 2019","1,875.75","1,882.25","1,886.50","1,864.98","-","0.56%"
"Mar 25, 2019","1,865.25","1,871.25","1,888.00","1,868.25","-","-1.20%"
"Mar 22, 2019","1,888.00","1,887.75","1,889.00","1,880.78","-","0.15%"
"Mar 21, 2019","1,885.25","1,890.50","1,926.00","1,888.25","0.79K","-2.12%"
"Mar 20, 2019","1,926.00","1,922.00","1,935.96","1,921.00","-","-0.49%"
"Mar 19, 2019","1,935.50","1,929.50","1,936.00","1,908.63","-","1.27%"
"Mar 18, 2019","1,911.25","1,916.00","1,918.50","1,886.75","-","1.31%"
"Mar 15, 2019","1,886.50","1,875.75","1,878.25","1,868.65","-","0.44%"
"Mar 14, 2019","1,878.25","1,884.75","1,884.75","1,880.15","-","-0.27%"
"Mar 13, 2019","1,883.25","1,883.75","1,885.50","1,850.00","-","1.80%"
"Mar 12, 2019","1,850.00","1,854.00","1,855.25","1,819.75","-","1.66%"
"Mar 11, 2019","1,819.75","1,825.00","1,845.75","1,819.75","-","-1.38%"
"Mar 08, 2019","1,845.25","1,840.50","1,847.50","1,839.50","-","0.29%"
"Mar 07, 2019","1,840.00","1,836.50","1,842.75","1,836.25","-","-0.15%"
"Mar 06, 2019","1,842.75","1,838.50","1,851.75","1,836.75","-","-0.49%"
"Mar 05, 2019","1,851.75","1,851.00","1,857.67","1,849.50","-","-0.18%"
"Mar 04, 2019","1,855.00","1,850.25","1,900.75","1,848.25","-","-2.41%"
"Mar 01, 2019","1,900.75","1,893.00","1,902.00","1,887.88","-","0.32%"
"Feb 28, 2019","1,894.75","1,891.00","1,905.25","1,888.50","-","-0.51%"
"Feb 27, 2019","1,904.50","1,905.25","1,912.00","1,893.75","-","0.61%"
"Feb 26, 2019","1,893.00","1,896.25","1,899.25","1,880.99","0.16K","0.24%"
"Feb 25, 2019","1,888.50","1,889.25","1,899.00","1,885.25","-","-0.47%"
"Feb 22, 2019","1,897.50","1,899.00","1,905.93","1,892.25","-","0.22%"
"Feb 21, 2019","1,893.25","1,895.25","1,895.75","1,855.00","-","2.06%"
"Feb 20, 2019","1,855.00","1,858.50","1,859.75","1,840.00","-","0.82%"
"Feb 19, 2019","1,840.00","1,841.25","1,847.50","1,836.74","-","0.12%"
"Feb 18, 2019","1,837.75","1,837.25","1,843.25","1,834.25","-","0.66%"
"Feb 15, 2019","1,825.75","1,830.25","1,834.88","1,820.25","0.10K","0.23%"
"Feb 14, 2019","1,821.50","1,827.25","1,836.50","1,823.25","-","-0.82%"
"Feb 13, 2019","1,836.50","1,836.50","1,848.91","1,834.50","-","-0.01%"
"Feb 12, 2019","1,836.75","1,831.38","1,860.75","1,831.13","-","-1.29%"
"Feb 11, 2019","1,860.75","1,859.75","1,863.25","1,846.54","-","-1.01%"
"Feb 08, 2019","1,879.75","1,891.50","1,907.25","1,876.25","-","0.09%"
"Feb 07, 2019","1,878.00","1,874.38","1,890.00","1,873.63","-","-0.63%"
"Feb 06, 2019","1,890.00","1,912.88","1,919.50","1,886.25","0.07K","-0.90%"
